teamid,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,region
2548,1,1,1,0,0,1,1,4,0,0,3,2,br1
2549,0,0,0,0,0,0,0,1,0,0,1,0,br1
2550,1,1,1,1,0,1,1,9,1,0,3,2,br1
2551,0,0,0,0,0,0,0,0,0,0,0,0,br1
2552,1,1,0,0,1,0,0,8,2,2,1,0,br1
2553,0,0,1,1,0,1,1,6,1,0,4,2,br1
2554,0,1,0,0,0,0,0,0,0,0,0,0,br1
2555,1,0,1,1,0,0,1,3,1,0,0,1,br1
2556,1,0,1,1,0,1,1,11,2,0,4,2,br1
2557,0,1,0,0,0,0,0,1,0,0,0,0,br1
2558,0,0,0,0,0,0,0,0,0,0,0,0,br1
2559,1,1,1,0,1,1,1,4,0,1,1,1,br1
2560,1,1,1,1,1,1,0,8,1,2,5,0,br1
2561,0,0,0,0,0,0,1,5,0,0,0,1,br1
2562,1,0,1,1,0,1,1,8,2,0,3,2,br1
2563,0,1,0,0,0,0,0,0,0,0,0,0,br1
2564,0,0,0,0,0,0,0,0,0,0,0,0,br1
2565,1,1,1,0,0,1,1,5,0,0,2,1,br1
2566,0,1,1,1,0,1,0,10,2,0,3,1,br1
2567,1,0,0,0,1,0,1,9,2,2,2,1,br1
2568,1,0,0,0,0,0,1,4,0,0,1,1,br1
2569,0,1,1,0,0,1,0,2,0,0,2,0,br1
2570,1,0,1,1,0,1,1,9,1,0,4,2,br1
2571,0,1,0,0,1,0,0,5,0,2,0,0,br1
2572,0,0,1,0,0,0,1,2,0,0,1,1,br1
2573,1,1,0,1,1,1,0,10,1,1,3,1,br1
2574,0,1,0,0,0,1,0,2,0,0,1,0,br1
2575,1,0,1,0,1,0,1,4,0,1,3,1,br1
2576,0,1,1,0,0,1,1,5,0,0,2,2,br1
2577,1,0,0,1,1,0,0,7,1,1,2,0,br1
2578,1,0,0,1,0,1,0,9,2,0,2,1,br1
2579,0,1,1,0,0,0,1,1,0,0,1,1,br1
2580,1,1,0,1,0,1,0,9,1,0,2,1,br1
2581,0,0,1,0,0,0,1,1,0,0,0,1,br1
2582,1,0,0,0,1,1,0,7,1,1,3,1,br1
2583,0,1,1,1,0,0,1,6,1,0,2,1,br1
2584,0,0,0,0,0,1,0,2,0,0,3,1,br1
2585,1,1,1,1,1,0,1,8,1,1,2,1,br1
2586,1,0,0,1,1,1,1,8,1,1,4,1,br1
2587,0,1,1,0,0,0,0,4,0,0,0,1,br1
2588,0,0,0,0,0,0,0,2,0,0,0,0,br1
2589,1,1,1,1,1,1,1,10,1,1,4,2,br1
2590,1,1,1,1,1,1,0,11,3,2,3,1,br1
2591,0,0,0,0,0,0,1,2,0,0,1,1,br1
2592,1,1,1,0,0,1,1,6,0,0,2,1,br1
2593,0,0,0,0,0,0,0,0,0,0,1,0,br1
2594,1,1,0,0,0,1,1,7,1,0,2,1,br1
2595,0,0,1,1,1,0,0,9,2,1,3,1,br1
2596,1,1,0,1,1,0,0,9,3,2,3,0,br1
2597,0,0,1,0,0,1,1,3,0,0,3,1,br1
2598,1,0,0,1,1,1,0,7,1,1,3,0,br1
2599,0,1,1,0,0,0,1,4,0,0,2,2,br1
2600,1,0,1,0,0,1,1,4,0,0,2,1,br1
2601,0,1,0,0,0,0,0,0,0,0,0,0,br1
2602,0,1,0,0,0,0,1,3,0,0,0,2,br1
2603,1,0,1,1,1,1,0,9,2,1,4,0,br1
2604,1,0,0,1,0,1,0,7,1,0,2,1,br1
2605,0,1,1,0,0,0,1,2,0,0,2,1,br1
2606,1,0,1,1,1,0,1,10,2,1,1,1,br1
2607,0,1,0,0,0,1,0,3,0,0,3,0,br1
2608,1,1,1,1,1,0,1,7,1,1,2,2,br1
2609,0,0,0,0,0,1,0,1,0,0,1,0,br1
2610,1,1,1,0,0,0,1,4,0,0,1,1,br1
2611,0,0,0,0,0,1,0,0,0,0,1,0,br1
2612,1,1,1,0,0,1,1,4,0,0,3,1,br1
2613,0,0,0,0,0,0,0,0,0,0,0,0,br1
2614,0,1,0,0,0,0,0,0,0,0,0,0,br1
2615,1,0,1,1,1,1,1,8,1,1,4,2,br1
2616,1,0,0,1,0,0,0,9,1,1,3,1,br1
2617,0,1,1,0,1,1,1,5,0,1,3,1,br1
2618,0,1,0,0,0,0,1,1,0,0,0,1,br1
2619,1,0,1,1,1,1,0,9,1,1,4,0,br1
2620,1,1,1,1,1,1,0,9,1,1,3,1,br1
2621,0,0,0,0,0,0,1,3,0,0,0,1,br1
2622,0,1,0,0,0,0,1,0,0,0,0,1,br1
2623,1,0,1,1,0,1,0,8,2,0,3,1,br1
2624,1,1,1,1,1,1,1,9,2,1,3,1,br1
2625,0,0,0,0,0,0,0,4,0,0,2,0,br1
2626,1,1,1,1,0,1,1,6,1,0,1,1,br1
2627,0,0,0,0,0,0,0,0,0,0,0,0,br1
2628,0,1,0,0,0,0,0,0,0,0,0,0,br1
2629,1,0,1,1,0,1,1,6,1,0,2,1,br1
2630,0,0,0,1,0,1,0,10,3,0,3,0,br1
2631,1,1,1,0,1,0,1,8,1,2,3,2,br1
2632,0,1,0,0,0,0,0,1,0,0,0,0,br1
2633,1,0,1,1,1,1,1,8,1,1,3,2,br1
2634,0,1,1,0,0,1,1,5,0,0,2,2,br1
2635,1,0,0,1,1,0,0,7,1,1,2,0,br1
2636,1,1,0,1,0,1,0,7,1,0,2,1,br1
2637,0,0,1,0,0,0,1,3,0,0,0,1,br1
2638,0,1,0,0,0,1,0,3,0,0,2,1,br1
2639,1,0,1,1,1,0,1,10,2,1,2,1,br1
2640,1,1,1,1,0,1,1,6,1,0,1,1,br1
2641,0,0,0,0,0,0,0,0,0,0,0,0,br1
2642,0,0,0,0,0,1,0,0,0,0,1,0,br1
2643,1,1,1,0,0,0,1,5,0,0,1,1,br1
2644,0,0,0,0,0,0,1,0,0,0,0,1,br1
2645,1,1,1,0,0,1,0,2,0,0,1,0,br1
2646,1,0,1,1,0,0,1,11,4,1,2,1,br1
2647,0,1,0,0,1,1,0,7,1,1,3,1,br1
2648,1,1,1,0,0,1,0,2,0,0,2,0,br1
2649,0,0,0,0,0,0,1,0,0,0,0,1,br1
2650,0,0,1,0,0,1,1,6,0,0,2,1,br1
2651,1,1,0,1,1,0,0,10,3,3,3,0,br1
2652,0,0,1,0,1,0,1,6,0,1,2,1,br1
2653,1,1,0,1,0,1,0,11,4,1,3,0,br1
2654,1,0,1,1,0,1,1,9,2,0,3,2,br1
2655,0,1,0,0,0,0,0,0,0,0,0,0,br1
2656,0,1,0,0,0,1,0,1,0,0,2,0,br1
2657,1,0,1,1,1,0,1,8,1,1,2,2,br1
2658,1,0,1,1,0,1,1,11,2,0,3,2,br1
2659,0,1,0,0,0,0,0,0,0,0,0,0,br1
2660,0,0,0,0,0,0,0,1,0,0,0,0,br1
2661,1,1,1,1,0,1,1,7,1,0,4,1,br1
2662,1,1,1,0,1,1,1,3,0,1,2,2,br1
2663,0,0,0,0,0,0,0,0,0,0,1,0,br1
2664,1,1,1,1,1,1,1,10,1,1,3,2,br1
2665,0,0,0,0,0,0,0,5,0,0,0,0,br1
2666,0,0,0,0,0,1,0,0,0,0,2,0,br1
2667,1,1,1,1,0,0,1,10,1,0,2,2,br1
2668,0,0,0,0,0,0,0,0,0,0,0,0,br1
2669,1,1,1,0,0,1,0,3,0,0,1,0,br1
2670,0,1,0,0,0,0,1,1,0,0,2,1,br1
2671,1,0,1,1,1,1,0,9,1,1,3,0,br1
2672,1,1,1,1,0,0,1,7,1,0,1,2,br1
2673,0,0,0,0,0,1,0,0,0,0,2,0,br1
2674,1,0,1,1,1,0,1,9,2,1,3,2,br1
2675,0,1,0,0,0,1,0,2,0,0,1,0,br1
2676,0,0,0,0,0,0,1,0,0,0,0,1,br1
2677,1,1,1,1,0,1,0,7,1,0,2,1,br1
2678,1,0,0,1,1,0,0,7,1,2,2,1,br1
2679,0,1,1,0,0,1,1,5,0,0,3,1,br1
2680,1,1,1,1,1,1,1,7,1,1,5,1,br1
2681,0,0,0,0,0,0,0,1,0,0,0,1,br1
2682,0,1,0,0,0,0,0,0,0,0,0,0,br1
2683,1,0,1,1,1,1,1,11,3,1,3,2,br1
2684,0,0,1,0,0,0,0,5,0,0,0,0,br1
2685,1,1,0,1,1,1,1,10,1,2,4,1,br1
2686,1,1,0,1,1,1,0,9,1,2,3,1,br1
2687,0,0,1,0,0,0,1,2,0,0,2,1,br1
2688,1,0,0,1,1,1,0,9,1,1,2,0,br1
2689,0,1,1,0,0,0,1,5,0,1,2,2,br1
2690,1,1,1,1,1,1,1,10,3,2,3,2,br1
2691,0,0,0,0,0,0,0,0,0,0,2,0,br1
2692,1,1,0,1,1,1,0,10,1,1,3,0,br1
2693,0,0,1,0,0,0,1,4,0,0,0,2,br1
2694,0,0,0,0,0,1,1,2,0,0,2,1,br1
2695,1,1,1,1,0,0,0,6,1,0,1,1,br1
2696,0,1,0,0,0,0,0,0,0,0,0,0,br1
2697,1,0,1,1,1,1,1,8,1,1,3,2,br1
2698,1,1,1,1,1,1,1,11,3,1,4,2,br1
2699,0,0,0,0,0,0,0,2,0,0,0,0,br1
2700,0,0,1,0,1,0,1,6,1,1,2,1,br1
2701,1,1,0,1,0,1,0,9,2,1,3,1,br1
2702,0,1,1,0,0,1,0,3,0,0,3,1,br1
2703,1,0,0,1,1,0,1,8,1,1,1,1,br1
2704,1,0,1,1,0,0,1,10,1,0,2,1,br1
2705,0,1,0,0,0,1,0,1,0,0,1,1,br1
2706,0,0,0,0,0,0,0,1,0,0,0,0,br1
2707,1,1,1,0,0,1,1,4,0,0,2,2,br1
2708,0,0,1,0,0,0,1,4,0,0,0,2,br1
2709,1,1,0,1,1,1,0,7,1,1,3,0,br1
2710,1,0,0,1,1,0,1,7,1,1,0,2,br1
2711,0,1,1,0,0,1,0,3,0,0,3,0,br1
2712,1,1,1,1,1,0,0,10,2,3,4,0,br1
2713,0,0,0,0,0,1,1,7,0,1,3,1,br1
2714,1,1,1,1,1,1,1,11,3,1,3,2,br1
2715,0,0,0,0,0,0,0,1,0,0,1,0,br1
2716,1,1,1,0,1,1,1,5,0,1,3,1,br1
2717,0,0,0,0,0,0,0,1,0,0,1,0,br1
2718,0,1,1,0,0,0,0,3,0,0,1,0,br1
2719,1,0,0,1,1,1,1,7,1,1,3,1,br1
2720,0,1,1,0,0,1,1,3,0,0,2,1,br1
2721,1,0,0,1,1,0,0,8,1,1,2,0,br1
2722,0,1,0,0,0,0,0,0,0,0,0,0,br1
2723,1,0,1,1,0,1,1,7,1,0,3,2,br1
2724,0,1,1,0,0,1,0,1,0,0,3,0,br1
2725,1,0,0,1,1,0,1,8,1,1,1,2,br1
2726,0,0,0,0,0,0,0,0,0,0,1,0,br1
2727,1,1,1,1,1,1,1,11,2,1,2,1,br1
2728,1,0,1,1,1,0,0,9,1,1,2,1,br1
2729,0,1,0,0,0,1,1,1,0,0,3,1,br1
2730,1,0,1,1,1,0,0,9,2,1,3,0,br1
2731,0,1,0,0,0,1,1,3,0,0,1,2,br1
2732,1,0,1,1,1,0,1,11,1,2,2,1,br1
2733,0,1,0,0,0,1,0,6,1,0,3,0,br1
2734,1,0,1,1,0,0,1,11,4,1,2,1,br1
2735,0,1,0,0,1,1,0,7,1,1,3,1,br1
2736,0,1,1,0,0,0,1,4,0,0,1,2,br1
2737,1,0,0,1,1,1,0,10,2,1,4,0,br1
2738,0,0,0,0,0,0,0,0,0,0,0,0,br1
2739,1,1,1,1,0,0,0,4,2,0,0,0,br1
2740,0,1,1,0,0,0,1,2,0,0,2,1,br1
2741,1,0,0,1,1,1,0,9,2,2,3,1,br1
2742,1,1,1,1,0,1,1,8,1,0,2,1,br1
2743,0,0,0,0,0,0,0,0,0,0,0,0,br1
2744,0,0,0,0,0,1,0,0,0,0,1,0,br1
2745,1,1,1,1,1,0,1,9,1,1,2,2,br1
2746,0,0,1,0,0,1,1,3,0,0,2,1,br1
2747,1,1,0,1,1,0,0,10,2,1,2,1,br1
2748,0,1,1,1,0,0,1,6,1,0,2,2,br1
2749,1,0,0,0,1,1,0,6,1,2,3,0,br1
2750,0,0,0,0,0,1,0,2,0,0,2,0,br1
2751,1,1,1,1,1,0,1,8,1,1,1,2,br1
2752,1,1,1,1,1,1,0,11,5,1,3,0,br1
2753,0,0,0,0,0,0,0,1,0,0,0,0,br1
2754,0,0,0,0,0,1,1,0,0,0,1,1,br1
2755,1,1,1,0,0,0,0,3,0,0,0,0,br1
2756,0,1,0,0,0,0,0,1,0,0,0,0,br1
2757,1,0,1,0,0,1,1,4,0,0,2,1,br1
2758,1,0,0,1,0,0,0,3,1,0,0,0,br1
2759,0,1,1,0,0,0,0,2,1,0,0,0,br1
2760,0,0,0,0,0,0,0,0,0,0,0,0,br1
2761,1,1,1,1,0,0,0,3,1,0,0,0,br1
2762,1,0,1,0,0,0,0,2,0,0,0,0,br1
2763,0,1,0,0,0,0,0,0,0,0,0,0,br1
2764,1,1,0,1,0,0,1,3,1,0,0,1,br1
2765,0,0,1,0,0,0,0,3,0,0,0,0,br1
2766,0,1,0,0,0,0,0,0,0,0,0,0,br1
2767,1,0,1,1,0,0,1,3,1,0,0,1,br1
2768,0,0,0,0,0,0,0,0,0,0,0,0,br1
2769,1,1,1,0,0,0,0,2,0,0,0,0,br1
2770,0,1,0,0,0,0,0,0,0,0,0,0,br1
2771,1,0,1,1,0,1,1,6,1,0,2,1,br1
2772,0,0,1,0,1,0,1,3,0,1,1,2,br1
2773,1,1,0,1,0,1,0,9,1,1,4,0,br1
2774,0,0,0,0,0,0,0,3,0,0,0,1,br1
2775,1,1,1,1,0,1,1,9,1,0,4,1,br1
2776,0,1,1,0,0,1,0,4,0,0,2,1,br1
2777,1,0,0,0,0,0,1,2,0,0,1,1,br1
2778,0,0,0,0,0,0,1,2,0,0,0,1,br1
2779,1,1,1,1,1,1,0,7,1,1,4,0,br1
2780,1,0,1,1,0,1,1,10,2,0,3,2,br1
2781,0,1,0,0,0,0,0,3,0,0,0,0,br1
2782,1,1,0,1,1,1,0,9,2,1,5,1,br1
2783,0,0,1,0,0,0,1,5,0,1,1,1,br1
2784,0,0,0,0,0,0,1,0,0,0,0,1,br1
2785,1,1,1,0,0,1,0,2,0,0,2,0,br1
2786,0,0,0,0,0,1,0,4,0,0,1,1,br1
2787,1,1,1,1,1,0,1,10,2,2,4,1,br1
2788,0,0,0,0,0,0,1,5,0,0,0,1,br1
2789,1,1,1,1,1,1,0,7,1,1,3,0,br1
2790,1,0,0,1,0,1,0,9,2,0,2,1,br1
2791,0,1,1,0,0,0,1,1,0,0,1,1,br1
2792,0,1,0,0,0,1,0,3,0,0,2,1,br1
2793,1,0,1,1,1,0,1,10,2,1,2,1,br1
2794,1,0,1,0,1,0,1,9,1,1,2,1,br1
2795,0,1,0,1,0,1,0,5,1,0,3,0,br1
2796,0,1,1,0,0,0,1,5,0,0,3,2,br1
2797,1,0,0,1,1,1,0,10,2,2,2,0,br1
2798,0,1,0,0,0,0,0,2,0,0,0,0,br1
2799,1,0,1,0,0,1,1,6,0,0,4,2,br1
2800,1,0,1,1,1,1,1,11,2,2,3,2,br1
2801,0,1,0,0,0,0,0,2,0,0,2,0,br1
2802,0,0,0,0,0,0,1,0,0,0,0,1,br1
2803,1,1,1,0,0,1,0,3,0,0,3,0,br1
2804,1,1,0,1,1,1,0,9,2,1,2,1,br1
2805,0,0,1,0,0,0,1,4,0,0,2,1,br1
2806,0,0,0,0,0,0,1,2,0,0,0,2,br1
2807,1,1,1,0,0,0,0,2,0,0,0,0,br1
2808,1,1,1,1,1,0,1,10,3,2,3,2,br1
2809,0,0,0,0,0,1,0,2,0,0,1,0,br1
2810,1,1,1,1,0,1,0,7,2,0,3,0,br1
2811,0,0,0,0,0,0,1,1,0,0,0,2,br1
2812,1,0,0,1,1,1,1,9,3,2,4,1,br1
2813,0,1,1,0,0,0,0,3,0,0,1,0,br1
2814,1,0,1,1,0,0,0,9,2,0,3,0,br1
2815,0,1,0,0,0,1,1,2,0,0,1,1,br1
2816,0,0,0,0,0,0,0,0,0,0,0,0,br1
2817,1,1,1,1,0,1,1,9,2,0,3,2,br1
2818,0,1,0,0,0,0,0,0,0,0,0,0,br1
2819,1,0,1,0,0,1,1,5,0,0,2,1,br1
2820,0,0,0,0,0,0,0,1,0,0,0,0,br1
2821,1,1,1,1,0,1,1,8,1,0,2,2,br1
2822,0,0,0,0,1,0,0,1,0,1,0,0,br1
2823,1,1,1,1,0,1,1,8,1,0,3,2,br1
2824,1,0,0,1,1,0,0,7,1,2,1,0,br1
2825,0,1,1,0,0,1,1,4,0,0,3,2,br1
2826,0,1,1,1,0,1,1,8,1,0,2,2,br1
2827,1,0,0,0,1,0,0,7,1,1,2,0,br1
2828,0,0,0,0,0,0,0,2,0,0,0,0,br1
2829,1,1,1,1,1,1,1,10,2,1,3,1,br1
2830,0,0,0,0,0,0,0,0,0,0,0,1,br1
2831,1,1,1,1,1,1,1,11,6,2,5,1,br1
2832,0,1,1,0,0,0,1,3,0,0,1,2,br1
2833,1,0,0,1,1,1,0,8,1,1,3,0,br1
2834,1,1,1,1,1,1,1,10,1,1,4,2,br1
2835,0,0,0,0,0,0,0,0,0,0,0,0,br1
2836,1,1,1,1,0,0,0,4,1,0,0,0,br1
2837,0,0,0,0,0,0,0,0,0,0,0,0,br1
2838,1,1,1,1,0,0,0,4,2,0,0,0,br1
2839,0,0,0,0,0,0,0,0,0,0,0,0,br1
2840,1,1,1,1,0,0,1,3,1,0,0,1,br1
2841,0,0,0,0,0,0,0,2,0,0,0,0,br1
2842,0,0,1,0,1,1,1,4,0,2,1,1,br1
2843,1,1,0,1,0,0,0,9,2,0,4,0,br1
2844,0,0,0,0,0,0,0,1,0,0,0,0,br1
2845,1,1,1,1,0,0,1,3,1,0,0,1,br1
2846,1,0,0,1,0,0,1,3,1,0,0,1,br1
2847,0,1,1,0,0,0,0,2,0,0,0,0,br1
2848,0,0,0,0,0,0,0,0,0,0,0,0,br1
2849,1,1,1,1,0,0,1,3,1,0,0,1,br1
2850,0,0,0,0,0,0,0,0,0,0,0,0,br1
2851,1,1,1,1,1,1,1,9,2,1,3,2,br1
2852,1,0,0,1,1,0,0,9,2,1,2,1,br1
2853,0,1,1,0,0,1,1,3,0,0,3,1,br1
2854,0,1,0,0,0,0,0,1,0,0,2,0,br1
2855,1,0,1,1,1,1,1,9,2,1,3,2,br1
2856,0,1,0,0,0,0,0,0,0,0,0,0,br1
2857,1,0,1,0,0,1,1,5,0,0,2,2,br1
2858,1,1,1,1,1,1,1,8,2,1,2,2,br1
2859,0,0,0,0,0,0,0,4,0,0,2,0,br1
2860,1,1,1,1,1,1,1,9,2,1,3,2,br1
2861,0,0,0,0,0,0,0,1,0,0,0,0,br1
2862,1,0,0,1,0,1,0,10,2,0,2,1,br1
2863,0,1,1,0,0,0,1,1,0,0,1,1,br1
2864,1,1,1,1,0,1,1,7,2,0,4,2,br1
2865,0,0,0,0,1,0,0,3,0,1,1,0,br1
2866,0,0,0,0,0,0,0,3,0,0,0,0,br1
2867,1,1,1,1,1,1,1,10,3,1,4,1,br1
2868,0,0,0,0,0,0,1,0,0,0,1,1,br1
2869,1,1,1,1,0,1,0,8,1,0,2,1,br1
2870,0,0,0,0,0,0,0,0,0,0,0,0,br1
2871,1,1,1,0,0,1,0,3,0,0,1,0,br1
2872,1,0,1,1,0,0,0,9,2,0,1,0,br1
2873,0,1,0,0,0,1,1,0,0,0,1,1,br1
2874,0,0,0,0,0,0,0,0,0,0,0,0,br1
2875,1,1,1,1,0,1,0,6,1,0,1,0,br1
2876,1,1,0,1,1,0,1,4,1,1,2,1,br1
2877,0,0,1,0,0,1,0,6,0,0,2,1,br1
2878,0,0,0,0,0,0,1,2,0,0,0,1,br1
2879,1,1,1,0,0,1,0,4,0,0,3,0,br1
2880,1,1,1,1,1,1,1,9,2,2,3,2,br1
2881,0,0,0,0,0,0,0,3,0,0,2,0,br1
2882,1,0,0,0,0,0,0,0,0,0,0,0,br1
2883,0,0,0,0,0,0,0,0,0,0,0,0,br1
2884,0,1,1,1,1,1,1,7,1,1,4,1,br1
2885,1,0,0,0,0,0,0,7,1,0,2,0,br1
2886,0,1,1,0,0,0,0,2,0,0,1,0,br1
2887,1,0,0,0,0,1,1,4,0,0,2,1,br1
2888,1,1,0,1,1,1,0,10,2,1,4,1,br1
2889,0,0,1,0,0,0,1,4,0,0,2,1,br1
2890,1,0,1,0,0,0,1,4,0,0,2,1,br1
2891,0,1,0,0,0,1,0,0,0,0,1,0,br1
2892,1,0,0,0,0,1,0,3,0,0,2,0,br1
2893,0,1,1,0,0,0,1,2,0,0,0,1,br1
2894,0,0,0,0,1,1,1,5,0,1,3,1,br1
2895,1,1,1,1,0,0,0,7,1,0,1,1,br1
2896,1,1,0,0,1,0,0,9,2,1,2,1,br1
2897,0,0,1,1,0,1,1,8,2,0,2,1,br1
2898,0,0,1,0,0,0,1,5,0,0,3,1,br1
2899,1,1,0,1,1,1,0,11,2,2,3,0,br1
2900,0,1,1,0,0,1,1,2,0,0,1,2,br1
2901,1,0,0,1,1,0,0,9,2,1,3,0,br1
2902,1,1,1,1,1,1,1,9,1,1,3,2,br1
2903,0,0,0,0,0,0,0,1,0,0,0,0,br1
2904,0,1,0,0,0,0,1,0,0,0,0,1,br1
2905,1,0,1,1,0,1,0,9,2,0,3,1,br1
2906,1,1,1,0,0,1,1,4,0,0,3,2,br1
2907,0,0,0,0,0,0,0,0,0,0,0,0,br1
2908,1,1,1,1,1,1,1,9,2,1,3,2,br1
2909,0,0,0,0,0,0,0,2,0,0,1,0,br1
2910,0,0,0,0,0,0,0,2,0,0,0,0,br1
2911,1,1,1,1,0,0,0,4,1,0,0,0,br1
2912,1,1,1,1,0,1,1,6,1,0,1,1,br1
2913,0,0,0,0,0,0,0,0,0,0,0,0,br1
2914,0,1,0,0,0,0,0,0,0,0,0,0,br1
2915,1,0,1,1,0,1,1,6,1,0,2,1,br1
2916,1,0,1,1,0,0,1,11,4,1,2,1,br1
2917,0,1,0,0,1,1,0,7,1,1,3,1,br1
2918,0,0,1,1,1,1,1,5,1,1,2,1,br1
2919,1,1,0,0,0,0,0,7,1,0,3,1,br1
2920,0,0,1,0,0,1,1,3,0,0,1,1,br1
2921,1,1,0,1,1,0,0,5,1,1,2,1,br1
2922,1,1,0,1,1,0,0,7,2,1,1,1,br1
2923,0,0,1,0,0,1,1,4,0,0,3,1,br1
2924,0,0,0,0,0,0,0,1,0,0,0,0,br1
2925,1,1,1,1,0,0,0,2,1,0,0,0,br1
2926,1,1,1,1,1,0,1,10,2,1,2,1,br1
2927,0,0,0,0,0,1,0,0,0,0,1,0,br1
2928,1,0,1,1,1,0,1,9,1,1,2,2,br1
2929,0,1,0,0,0,1,0,1,0,0,1,0,br1
2930,1,1,1,1,1,0,1,7,1,1,1,2,br1
2931,0,0,0,0,0,1,0,3,0,0,2,0,br1
2932,1,0,0,0,0,1,1,0,0,0,1,1,br1
2933,0,1,0,0,0,0,0,0,0,0,0,0,br1
2934,1,0,1,1,1,1,1,10,2,1,3,2,br1
2935,0,1,0,0,0,0,0,2,0,0,0,0,br1
2936,0,1,0,0,0,0,0,3,0,0,0,1,br1
2937,1,0,1,1,1,1,1,9,1,1,3,1,br1
2938,1,1,1,0,0,1,1,4,0,0,2,1,br1
2939,0,0,0,0,0,0,0,1,0,0,0,0,br1
2940,0,0,1,0,0,0,1,5,0,1,1,2,br1
2941,1,1,0,1,1,1,0,9,2,1,3,0,br1
2942,1,1,1,0,0,1,1,5,0,0,3,2,br1
2943,0,0,0,0,0,0,0,0,0,0,0,0,br1
2944,0,0,0,0,0,0,1,2,0,0,1,1,br1
2945,1,1,1,1,1,1,0,11,2,1,4,0,br1
2946,1,0,1,1,1,1,1,11,3,2,3,2,br1
2947,0,1,0,0,0,0,0,3,0,0,2,0,br1
2948,1,0,0,0,1,1,0,7,1,1,3,1,br1
2949,0,1,1,1,0,0,1,6,1,0,2,1,br1
2950,1,1,1,1,0,1,1,5,1,0,3,2,br1
2951,0,0,0,0,0,0,0,1,0,0,0,0,br1
2952,1,1,1,1,1,1,1,9,2,1,3,1,br1
2953,0,0,0,0,0,0,0,4,0,0,2,0,br1
2954,0,1,0,0,0,1,0,0,0,0,1,0,br1
2955,1,0,1,0,0,0,1,5,0,0,1,1,br1
2956,0,0,0,1,0,0,0,6,1,0,3,0,br1
2957,1,1,1,0,1,1,1,11,4,2,2,1,br1
2958,0,1,0,0,0,0,0,0,0,0,0,0,br1
2959,1,0,1,1,1,1,1,10,1,1,3,2,br1
2960,0,0,0,0,0,1,0,1,0,0,1,0,br1
2961,1,1,1,0,0,0,1,4,0,0,2,2,br1
2962,1,0,0,0,1,0,1,11,4,2,2,1,br1
2963,0,1,1,1,0,1,0,6,1,0,2,1,br1
2964,1,1,0,1,1,1,0,10,2,1,2,1,br1
2965,0,0,1,0,0,0,1,4,0,0,2,1,br1
2966,0,0,0,0,0,1,0,3,0,0,3,0,br1
2967,1,1,1,1,1,0,1,11,2,1,2,2,br1
2968,1,1,0,1,1,1,1,8,1,1,4,1,br1
2969,0,0,1,0,0,0,0,3,0,0,0,0,br1
2970,1,0,1,1,1,0,1,9,2,1,1,2,br1
2971,0,1,0,0,0,1,0,3,0,0,2,0,br1
2972,0,0,0,0,0,0,0,1,0,0,1,0,br1
2973,1,1,1,1,1,1,1,9,2,1,3,1,br1
2974,1,0,1,1,0,1,1,9,2,0,4,1,br1
2975,0,1,0,0,1,0,0,4,0,1,1,0,br1
2976,0,0,0,0,0,1,0,1,0,0,1,0,br1
2977,1,1,1,1,0,0,1,10,1,0,4,2,br1
2978,1,0,1,0,0,1,0,3,0,0,3,1,br1
2979,0,1,0,0,0,0,1,2,0,0,0,1,br1
2980,0,0,0,0,0,0,1,0,0,0,0,1,br1
2981,1,1,1,1,0,1,0,10,2,0,2,0,br1
2982,1,1,1,1,0,1,1,8,1,0,3,1,br1
2983,0,0,0,0,0,0,0,1,0,0,1,0,br1
2984,1,0,0,1,1,1,0,10,2,1,3,0,br1
2985,0,1,1,0,0,0,1,6,0,0,2,2,br1
2986,1,1,1,1,1,1,0,8,1,1,2,0,br1
2987,0,0,0,0,0,0,1,2,0,0,1,2,br1
2988,1,1,1,1,0,1,1,9,1,0,4,2,br1
2989,0,0,0,0,0,0,0,2,0,0,0,0,br1
2990,0,1,0,0,1,0,1,3,0,1,0,1,br1
2991,1,0,1,0,0,1,0,5,0,0,4,1,br1
2992,0,0,0,0,0,1,0,0,0,0,1,0,br1
2993,1,1,1,0,0,0,1,5,0,0,0,2,br1
2994,1,0,1,1,0,0,0,4,2,0,0,0,br1
2995,0,1,0,0,0,0,0,0,0,0,0,0,br1
2996,1,1,1,1,0,1,1,8,1,0,3,1,br1
2997,0,0,0,0,1,0,0,4,0,1,2,1,br1
2998,0,0,0,0,0,0,0,0,0,0,0,0,br1
2999,1,1,1,1,0,0,1,3,1,0,0,1,br1
3000,0,0,1,1,1,0,1,10,2,1,2,2,br1
3001,1,1,0,0,0,1,0,6,1,1,3,0,br1
3002,1,1,1,1,1,0,1,9,1,1,2,1,br1
3003,0,0,0,0,0,1,0,2,0,0,2,0,br1
3004,0,0,0,0,0,0,0,3,0,0,1,0,br1
3005,1,1,1,1,0,1,1,7,1,0,2,2,br1
3006,0,1,0,0,0,1,0,2,0,0,3,0,br1
3007,1,0,1,1,1,0,1,9,2,1,1,1,br1
3008,0,0,0,0,0,0,0,0,0,0,0,0,br1
3009,1,1,1,1,0,0,1,3,1,0,0,1,br1
3010,0,1,0,1,1,1,0,6,2,2,2,0,br1
